m1,m2,d1,d2
83254.01835227014,-0.00033114083249811786,0.01998096443244132,0.05131874647482396
19212.465818316523,-0.000331140832499211,0.019980964459065796,0.05131874647482219
7136.058723811393,-0.0007747136199927983,0.019980964628186763,0.05131873896022997
3384.309693596968,-0.0014349435975030565,0.019980965303260528,0.05131874647482441
1861.1181475198027,-0.0014349435975031062,0.019980967316287433,0.05131874647482263
1130.1450471143214,-0.00338665639597203,0.01998097225400321,0.051318722604614196
736.7612253215325,-0.003863309692510476,0.01998098283586895,0.051318746474822464
506.61674523181875,-0.004743633966654701,0.01998100335684999,0.051318669623461814
363.1318048857759,-0.008146064437460116,0.01998104019498039,0.051318746474823304
269.0821540497867,-0.008146064437459317,0.01998110241068859,0.051318746474821535
204.89093962132085,-0.01219497991669569,0.019981202410847207,0.051318474556817685
159.59236766053345,-0.014813033160036529,0.01998135667648444,0.05131874647482279
126.71844515399094,-0.014898308735942419,0.01998158658903869,0.05131872570964537
102.28604119923853,-0.024394041195061934,0.019981919299986727,0.05131874647482327
83.75094071036979,-0.024394041195060855,0.019982388698568197,0.05131874647482326
69.43621223263713,-0.02973281999757839,0.019983036442203814,0.05131769552513933
58.20602549506243,-0.03741891387731195,0.019983913050032297,0.0513187464748235
49.27245125033506,-0.03741891387731303,0.019985079085740053,0.0513187464748235
42.07723565491227,-0.05118620746755932,0.019986606401571672,0.05131761041220453
36.2173451175689,-0.05441747651263556,0.01998857944200305,0.05131874647482392
31.396864285069075,-0.058885919047401904,0.0199910966320731,0.05131680853034595
27.39520186460635,-0.07591955445769029,0.01999427182076037,0.051318746474822485
24.04563929791905,-0.07591955445768873,0.019998235775049885,0.05131874647482426
21.220586195187643,-0.0918902717942329,0.020003137755409916,0.05131448772977913
18.821272882106776,-0.10245497302448724,0.02000914711236596,0.051318746474823554
16.770432779643784,-0.10245497302448972,0.020016454952525693,0.051318746474821784
15.007033311307515,-0.13425344288132857,0.02002527583097045,0.051318509270003324
13.482432140357076,-0.1345535575503376,0.020035849461224404,0.05131874647482333
12.157539276444954,-0.14860029447455816,0.020048442457979244,0.05131043028655653
11.000698346566283,-0.17274513336042802,0.02006335007165407,0.05131874647482418
9.986088337128443,-0.17274513336043407,0.020080897898432058,0.05131874647482243
9.092506293908741,-0.205497989086771,0.020101443573616595,0.05130937968794383
8.302431785399046,-0.21755952578891327,0.02012537839948459,0.051318746474823415
7.601301833578492,-0.2213417498333629,0.02015312888179578,0.05131453854116873
6.976944522351772,-0.2695265601531733,0.020185158181732953,0.051318746474823256
6.4191332442387115,-0.2695265601531625,0.020221967397640716,0.05131874647482495
5.919233449164526,-0.29212614033883716,0.020264096697185555,0.051300587311247835
5.469920838351255,-0.3291760617983285,0.02031212622861659,0.051318746474822194
5.06495515069343,-0.3291760617983154,0.020366676773494217,0.051318746474823866
4.698997508805338,-0.3727751455186573,0.020428410127267857,0.0512977014054034
4.367462105024491,-0.39703785603551783,0.02049802914024769,0.05131874647482343
4.066395131956998,-0.39703785603551434,0.02057627737894449,0.05131874647482337
3.7923754595043104,-0.46203237090074434,0.020663938395942046,0.05130533597526954
3.542432755887404,-0.47364176821619036,0.02076183454726805,0.05131874647482278
3.313979680380891,-0.4736417682161716,0.02087082532743966,0.051318746474824366
3.1047554900857053,-0.5574897499713093,0.020991805234254333,0.05131611852109931
2.9127789357064917,-0.5595176236514128,0.021125701098198845,0.051318746474822444
2.7363087676796787,-0.5595176236513949,0.0212734689286559,0.05131874647482409
