0.044		1.09E-18
0.044024823		0.0024280797
0.0441664041		0.0046084014
0.0444068783		0.0065775606
0.0447306054		0.0083644063
0.0451259083		0.0099918515
0.045583948		0.0114781401
0.0460917511		0.012840122
0.0466448919		0.0140898916
0.0472368648		0.0152384347
0.0478568664		0.0162986719
0.0485027063		0.0172783311
0.0491724857		0.0181839217
0.0498594606		0.019025099
0.0505488181		0.0198206271
0.0512728202		0.0205449148
0.0519819282		0.021250981
0.052723864		0.0218933932
0.0534612457		0.022519085
0.054198833		0.023127078
0.0549761149		0.023672533
0.0557508648		0.0242162112
0.0565260996		0.0247602296
0.0573048437		0.0253067107
0.0581174862		0.0258157543
0.0589506952		0.0263150312
0.0597976457		0.0268225423
0.060662064		0.0273405204
0.061547971		0.0278713751
0.0624597622		0.0284177402
0.0634090614		0.0289710245
0.064397842		0.0295404042
0.0654294199		0.0301344283
0.0665109263		0.0307572033
0.0676506099		0.031413479
0.0688581119		0.0321088073
0.0701449664		0.0328494895
0.0715252617		0.0336424947
0.0730148294		0.0344982789
0.0746337237		0.0354283636
0.0764067465		0.0364469981
0.0783649908		0.0375720457
0.0805481112		0.0388260819
0.0830073512		0.0402384199
0.0858100759		0.0418480207
0.0890471601		0.0437070736
0.0928440732		0.0458875515
0.09737968		0.0484906889
0.1029156002		0.0516679398
0.1098540456		0.0556501472
0.1202639116		0.061619627
0.1312363085		0.0679092527
0.1427679663		0.0745152662
0.1548556864		0.0814328415
0.1675897612		0.0887152577
0.1809122776		0.0963273024
0.1947833243		0.1042423886
0.2091958296		0.1124592717
0.2242072809		0.1210098511
0.2398327484		0.1298999654
0.2559884209		0.1390807948
0.2726664464		0.1485493829
0.2898849745		0.1583153837
0.3077418514		0.1684335082
0.3261064075		0.1788255805
0.3449691165		0.1894887963
0.3643217221		0.2004175428
0.3843025938		0.2116888251
0.4047805212		0.2232274726
0.4257304461		0.2350139402
0.447141711		0.2470448597
0.4691116813		0.2593739273
0.4915970739		0.2719756484
0.5145215888		0.2848062996
0.5378772105		0.2978565006
0.5617144375		0.3111555157
0.5860876597		0.3247342657
0.6108664287		0.3385191308
0.6360406361		0.3525037763
0.6616128291		0.3666842401
0.687745528		0.3811507562
0.7142488555		0.3957998202
0.7411126432		0.4106251309
0.7683268234		0.4256205133
0.7960414407		0.4408590336
0.8241358457		0.4562799456
0.8525553239		0.471853766
0.8812899878		0.4875746397
0.9106068505		0.5035816206
0.940511074		0.5198752136
0.9708999195		0.5364039184
1.001775383		0.553167695
1.033187386		0.5701893379
1.065259076		0.5875254655
1.097824718		0.6050952702
1.130885434		0.6228981251
1.16444228		0.6409333619
1.198702819		0.6592952132
1.233473742		0.6778916455
1.268742985		0.6967157375
1.304510546		0.7157661562
1.340921802		0.7351062297
1.377902608		0.7546996755
1.415378996		0.7745117153
1.453349777		0.7945403105
1.491897228		0.8148191388
1.531065359		0.8353636697
1.5707196		0.8561138305
1.610857444		0.8770668462
1.651499478		0.8982293688
1.692802241		0.9196619836
1.734574307		0.9412832664
1.776811746		0.9630896995
1.819510535		0.9850777171
1.86282952		1.007305279
1.906626437		1.029713414
1.950862667		1.052285062
1.995532712		1.075015948
2.040732022		1.097937031
2.086426486		1.121031003
2.132526187		1.144263138
2.179024139		1.16762851
2.225959106		1.191136526
2.273389132		1.214799794
2.321182398		1.238572551
2.369330489		1.262449315
2.417824894		1.286424568
2.468896022		1.311550021
2.519983627		1.33661577
2.571087709		1.361621816
2.64519294		1.397685906
2.719343987		1.433582172
2.793540724		1.469310188
2.867783033		1.504869556
2.942070742		1.540259845
3.016403744		1.575480655
3.090781905		1.610531574
3.165205085		1.645412185
3.239673148		1.680122078
3.314185952		1.714660842
3.388743356		1.749028067
3.463345237		1.783223353
3.537991415		1.817246273
3.612681744		1.851096418
3.687416101		1.884773391
3.762194334		1.918276786
3.837016291		1.951606194
3.911881819		1.984761207
3.986790764		2.01774142
4.061742974		2.050546429
4.13673829		2.083175831
4.211776556		2.115629223
4.286857613		2.147906203
4.3619813		2.180006367
4.437147458		2.211929318
4.512355934		2.243674662
4.587606522		2.275241981
4.662899086		2.30663089
4.738233459		2.33784099
4.813610221		2.368868621
4.889029191		2.399713367
4.964489438		2.430378093
5.039990788		2.460862407
5.115533064		2.491165914
5.191116091		2.521288222
5.266739688		2.55122894
5.342403677		2.580987674
5.418107895		2.610564039
5.493852117		2.639957633
5.569636172		2.669168089
5.645459882		2.698195043
5.721323052		2.727038126
5.797225489		2.755696965
5.873167019		2.784171178
5.949147424		2.812460336
6.025166519		2.840564008
6.101224154		2.868481778
6.177320125		2.896213217
6.253454224		2.92375798
6.329626222		2.951115852
6.405835874		2.978286665
6.482082938		3.00527025
6.558367179		3.032066397
6.634688411		3.058674631
6.711046556		3.085093948
6.787443468		3.111323882
6.863892866		3.137367987
